 Population,Total area of land transferred squaremeters,Houseage,shiftinglevel,Total number of floors,building state,Building transfer total area squaremeters,Room,Hall,Bathroom,Compartment,management,Unit price square meters
2.32,76.21,47,0,2,3,95.8,3,2,1,1,0,70459
2.32,21.17,23,5,8,4,140.55,3,2,2,1,1,36286
2.32,83.28,31,0,2,3,112.68,3,2,2,1,0,69933
2.32,23.72,26,4,6,4,115.44,4,2,2,1,1,40714
2.32,74.05,38,0,2,3,111.24,4,3,3,1,0,87199
2.32,24.15,25,10,16,5,180.21,4,2,2,1,1,38011
2.32,40.25,39,1,4,2,91.71,3,1,1,1,0,41435
2.32,26.32,25,12,16,5,184.23,4,2,2,1,1,37996
2.32,36.84,25,8,8,4,211.79,4,2,2,1,1,32107
2.32,18.05,23,2,8,4,113.59,3,2,2,1,1,43138
2.32,21.94,25,3,8,4,125.59,3,2,2,1,0,35831
2.32,89.55,30,0,2,3,97.38,5,1,3,1,0,71883
2.32,62.07,40,0,2,3,82.17,3,2,2,1,0,26774
2.32,22.9,23,3,7,4,150.83,3,2,2,1,1,39448
2.32,26.32,25,13,16,5,190.49,4,2,2,1,1,40685
2.32,23.75,23,4,8,4,151.89,3,2,2,1,1,39831
2.32,21.68,23,8,8,4,122.68,3,2,2,1,1,34888
2.32,22.34,23,3,7,4,140.53,3,2,2,1,1,35224
2.32,20.28,25,7,8,4,116.55,3,2,2,1,1,41184
2.32,13.41,23,3,7,4,72.3,1,2,1,1,1,40111
2.32,23.23,23,8,8,4,148.25,3,2,2,1,1,37639
2.32,21.17,23,5,8,4,139.87,3,2,2,1,1,40037
0.52,129.34,26,0,3,3,281.89,4,3,2,1,0,23626
0.52,145.15,34,0,4,3,268.15,5,2,2,1,0,27969
4.49,28.5,32,5,5,2,111.02,4,1,4,1,0,55395
4.49,30.38,26,2,5,4,127.01,3,2,2,1,1,37005
