 Population,Total area of land transferred squaremeters,Houseage,shiftinglevel,Total number of floors,building state,Building transfer total area squaremeters,Room,Hall,Bathroom,Compartment,management,Unit price square meters
8.22,8.17,23,3,17,5,82.78,1,1,1,1,1,48321
8.22,4.93,26,7,8,1,32.96,1,0,1,1,1,48544
8.22,13.22,11,12,22,5,146.51,3,2,2,1,1,77644
8.22,8.23,40,4,5,1,15.29,1,1,1,1,0,68672
8.22,22.34,32,4,5,2,90.29,3,2,2,1,0,58700
8.22,32.54,5,7,14,5,260.39,4,2,3,1,1,72891
8.22,33.76,31,4,5,2,129.27,3,1,2,1,1,60339
8.22,38.05,35,1,5,2,108.89,4,2,3,1,0,66122
8.22,14.4,9,23,29,5,271.16,3,2,2,1,1,92934
8.22,4.94,25,3,7,1,27.93,1,1,1,1,1,42965
8.22,8.05,23,6,14,5,60.33,2,1,1,1,1,74590
8.22,3.58,25,7,13,1,20.8,1,1,1,1,1,40865
8.22,26.88,36,2,5,2,88.04,3,2,2,1,0,51681
8.22,7.99,28,10,12,5,54.09,1,0,1,1,1,42707
8.22,12.33,25,11,16,5,134.43,3,2,2,1,1,48352
8.22,30,27,1,4,2,65.85,4,4,4,1,1,85042
8.22,18.93,28,4,9,4,124.33,3,3,1,1,1,56306
8.22,23.61,29,5,7,4,138.19,3,2,2,1,0,48484
8.22,20.81,6,9,25,5,375.7,3,2,2,1,1,103806
8.22,17.41,23,4,8,4,107.45,2,2,2,1,1,62168
8.22,34.96,30,2,5,2,128.24,3,2,2,1,1,62383
8.22,41.23,5,15,21,5,315.6,4,2,2,1,1,82319
8.22,22.99,6,9,12,5,166.4,3,2,2,1,1,72716
8.22,16.2,27,5,11,5,98.44,2,2,2,1,1,52113
8.22,4.88,28,5,12,1,30.34,1,0,1,1,1,29005
8.22,3.24,26,8,12,1,23.24,1,1,1,1,1,64544
8.22,3.09,25,11,12,1,21.34,1,0,1,1,1,54358
8.22,14.1,23,11,19,5,130.24,3,2,2,1,1,67951
8.22,17.8,26,4,6,4,96.64,3,1,1,1,0,46772
8.22,3.56,26,3,12,1,27.21,1,1,1,1,1,57332
8.22,39.7,14,3,14,5,189.6,3,2,2,1,0,55380
8.22,15.97,11,22,23,5,195.61,4,2,2,1,1,75978
8.22,6.53,25,6,11,1,61.37,1,1,1,1,1,58661
8.22,40,49,0,2,3,64.74,8,1,8,1,0,195860
8.22,4.81,13,5,14,1,54.12,1,1,1,1,1,93865
8.22,3.68,19,7,8,1,27.56,1,0,1,1,0,75617
8.22,3.18,19,7,8,1,23.95,1,0,1,1,0,75616
8.22,3.28,19,7,8,1,23.95,1,0,1,1,0,75616
8.22,3.18,19,7,8,1,23.95,1,0,1,1,0,75616
8.22,3.18,19,7,8,1,23.95,1,0,1,1,0,75616
8.22,3.18,19,6,8,1,27.56,1,0,1,1,0,75617
8.22,3.78,19,6,8,1,23.95,1,0,1,1,0,75616
8.22,4.19,25,3,7,1,23.81,1,0,1,1,1,41999
8.22,24.43,27,3,6,4,131.17,3,2,2,1,1,54128
8.22,23.99,32,3,5,2,90.51,3,2,2,1,0,55243
8.22,13.63,23,8,19,5,113.21,3,2,2,1,1,61832
8.22,17.6,5,7,12,5,120.21,2,1,2,1,1,67382
8.22,378,32,0,2,3,227.58,5,0,5,1,0,219703
8.22,4.19,25,7,7,1,23.81,0,0,0,0,1,38639
8.22,13.54,25,4,16,5,125.45,4,2,2,1,1,44636
8.22,23.53,23,3,9,4,182.35,3,2,2,1,1,42226
8.22,19.72,10,14,25,5,218.87,3,2,2,1,1,75205
8.22,23.24,24,9,24,5,173.97,4,2,2,1,1,41616
8.22,4.34,28,5,6,4,21.79,1,0,1,1,0,50482
8.22,2.67,21,7,14,1,29.5,1,1,1,1,1,74576
8.22,4.2,28,3,6,1,27.17,1,0,1,1,1,40670
8.22,24.77,6,13,15,5,240.64,3,2,2,1,1,85522
8.22,4.27,19,7,8,1,31.2,1,0,1,1,0,75641
8.22,4.27,19,7,8,1,31.2,1,0,1,1,0,75641
8.22,4.17,19,7,8,1,30.97,1,0,1,1,0,75622
8.22,3.98,19,7,8,1,29.34,1,0,1,1,0,75631
8.22,5.17,19,7,8,1,38.65,1,0,1,1,0,75627
8.22,4.47,19,7,8,1,33.14,1,0,1,1,0,75619
8.22,4.27,19,5,8,1,31.23,1,0,1,1,0,75632
8.22,5.57,19,6,8,1,40.89,1,0,1,1,0,75642
8.22,4.17,19,6,8,1,30.9,1,0,1,1,0,75631
8.22,3.58,19,6,8,1,26.16,1,0,1,1,0,75650
8.22,4.27,19,6,8,1,31.23,1,0,1,1,0,75632
8.22,3.78,19,6,8,1,28.17,1,0,1,1,0,75612
8.22,3.98,19,4,8,1,28.93,1,0,1,1,0,75631
8.22,4.17,19,4,8,1,31.2,1,0,1,1,0,75641
8.22,4.17,19,4,8,1,31.2,1,0,1,1,0,75641
8.22,4.27,19,7,8,1,31.2,1,0,1,1,0,75641
8.22,4.27,19,7,8,1,31.2,1,0,1,1,0,75641
8.22,3.88,19,7,8,1,28.74,1,0,1,1,0,75644
8.22,3.98,19,7,8,1,29.34,1,0,1,1,0,75631
8.22,5.07,12,2,12,5,45.34,1,1,1,1,1,94839
8.22,26.8,5,12,17,5,239.88,4,2,2,1,1,77122
8.22,4.65,24,7,15,5,37.17,2,0,2,1,1,57842
8.22,20.16,27,9,15,5,126.78,3,2,2,1,1,50465
8.22,36.57,14,4,14,5,176,3,2,2,1,1,48580
8.22,13.79,23,6,9,4,83.34,3,2,1,1,1,50996
8.22,25.39,31,5,5,2,106.69,10,0,10,1,0,75921
8.22,11.87,5,7,21,5,136.74,2,2,1,1,1,65818
8.22,45.54,28,12,12,5,303.36,4,2,2,1,1,34612
8.22,8.86,9,17,26,5,157.31,2,2,1,1,1,66747
8.22,16.45,5,17,21,5,155.66,3,2,2,1,1,69382
8.22,7.65,9,6,24,5,70.78,2,1,1,1,1,84770
8.22,7.11,9,19,24,5,84.67,2,2,1,1,1,84911
8.22,5.04,26,4,15,1,48.02,1,1,1,1,1,52478
8.22,39.7,14,7,9,4,189.6,3,2,2,1,1,53165
8.22,95.09,33,0,2,3,114,3,2,2,1,0,95614
8.22,2.93,24,5,19,5,32,1,0,1,1,1,39063
8.22,3.26,24,5,19,5,33.49,1,0,1,1,1,38818
8.22,34.34,31,2,5,2,129.35,5,2,2,1,1,50251
8.22,20,35,2,5,2,84.72,3,2,1,1,0,60198
8.22,15.36,30,7,9,4,107.86,3,2,2,1,1,48674
8.22,14.03,16,13,14,5,138.25,3,2,2,1,1,85353
8.22,38.42,23,5,14,5,269.95,3,2,2,1,1,67420
8.22,21.67,22,7,12,5,157.08,3,2,2,1,1,59206
8.22,36.68,6,6,15,5,338.2,4,2,2,1,1,73921
8.22,6.18,25,11,12,1,41.19,2,0,2,1,1,48555
8.22,60.88,39,1,4,2,87.52,3,2,1,1,0,45549
8.22,22.77,28,5,6,4,118.16,3,2,2,1,0,42316
8.22,20.28,13,3,15,5,201.61,4,2,2,1,1,66465
8.22,39.7,14,16,16,5,189.6,4,2,2,1,1,52743
8.22,9.67,10,19,24,5,132.66,2,2,1,1,1,78773
8.22,16.2,11,7,12,5,135.57,3,2,2,1,1,69617
8.22,37.61,6,20,26,5,320,4,2,3,1,1,85250
8.22,3.84,25,12,13,1,21.7,0,0,0,0,1,41475
8.22,26.02,27,3,6,4,143.34,3,2,2,1,1,42696
8.22,23.54,15,4,9,4,166.98,3,2,2,1,1,73961
8.22,29.19,12,2,14,5,184.73,3,2,2,1,1,48178
8.22,5.34,9,7,26,1,78.22,1,1,1,1,1,72616
8.22,4.88,28,8,12,5,56.86,1,0,1,1,1,50836
8.22,13.22,11,9,22,5,146.51,3,2,2,1,1,78526
8.22,4.22,25,6,11,1,35.17,1,0,1,1,0,53739
8.22,21.29,26,6,7,4,133.76,3,2,2,1,1,54575
8.22,19.95,37,4,5,2,53.99,2,2,1,1,0,56492
8.22,10.72,16,11,13,5,96.73,3,2,2,1,1,73504
8.22,29.05,36,4,5,2,96.95,3,2,1,1,1,56730
8.22,35.38,41,4,4,2,85.1,4,2,2,1,0,43478
8.22,18.72,9,25,26,5,267.98,2,2,2,1,1,82320
8.22,36.62,13,5,5,2,114.25,3,3,3,1,1,87527
8.22,256.38,13,2,5,2,799.75,3,3,3,1,1,81275
8.22,293,13,2,5,2,914.01,3,3,3,1,1,82056
8.22,11.87,5,13,21,5,135.42,2,2,2,1,1,66977
8.22,30.48,29,3,5,2,116.53,3,2,2,1,0,41191
8.22,20.15,25,3,7,4,120.93,3,2,2,1,1,61854
8.22,3.09,25,12,12,1,21.15,1,1,1,1,1,39243
8.22,25.44,11,8,23,5,307.21,4,2,2,1,1,66404
8.22,11.88,5,16,21,5,136.05,2,2,2,1,1,67255
8.22,76,39,0,2,3,93.55,2,2,2,1,0,80385
8.22,8.86,23,9,14,5,73.98,2,1,1,1,1,58394
8.22,12.33,26,6,14,5,162.19,3,2,2,1,1,59991
8.22,29.1,6,7,15,5,268.12,4,2,2,1,1,75339
8.22,21.19,24,2,24,5,161.93,4,2,2,1,1,41681
8.22,26.47,31,5,5,1,105.79,5,0,5,1,0,52935
8.22,12.9,18,13,13,5,131.49,3,2,2,1,1,112556
8.22,19.37,24,6,8,4,112.63,3,1,1,1,1,41552
8.22,15.4,25,15,15,5,136.28,3,2,2,1,1,42929
8.22,3.86,20,8,8,1,25.82,1,1,1,1,1,58095
8.22,8.3,35,0,2,3,8.22,5,1,3,1,0,169583
8.22,265.7,35,0,2,3,263,5,1,3,1,0,169609
8.22,12.78,28,10,12,5,153.06,3,2,2,1,1,53704
8.22,5.34,9,3,26,5,78.28,1,1,1,1,1,63873
8.22,4.94,25,5,7,1,28.16,1,1,1,1,1,45810
8.22,7.69,28,2,7,4,49.12,0,0,0,0,0,25855
8.22,25.91,37,3,5,2,89.88,4,2,3,1,0,56520
8.22,75,39,0,2,3,90.2,4,3,3,1,0,169623
8.22,11.24,12,5,15,5,108.64,2,2,1,1,1,67655
8.22,17.43,27,5,11,5,104.98,3,2,2,1,1,47628
8.22,5.34,9,3,26,5,78.28,1,1,1,1,1,67067
8.22,3.84,23,3,9,1,38.1,1,0,1,1,1,78740
8.22,35.31,23,4,14,5,249.84,4,2,2,1,1,56436
8.22,10.77,22,3,13,5,137.28,2,1,1,1,1,48805
8.22,17.39,25,10,16,5,164.02,4,2,2,1,1,54258
8.22,21.07,28,4,6,4,115.19,3,2,2,1,1,53650
8.22,14.64,26,6,7,4,86.32,2,1,2,1,1,38809
8.22,23.11,6,9,12,5,177.94,3,2,2,1,1,67438
8.22,7.88,28,1,6,1,42.65,1,1,1,1,1,62134
8.22,3,21,8,14,1,33.26,1,0,1,1,1,66146
8.22,15.4,25,10,15,5,136.28,3,2,2,1,1,48800
8.22,20.1,13,7,15,5,171.44,4,2,2,1,1,67662
8.22,11.24,12,5,15,5,108.64,2,2,1,1,1,69588
8.22,15.22,16,14,14,5,152.32,3,2,2,1,1,70247
8.22,41.92,34,4,7,4,190.15,4,2,2,1,1,44702
8.22,19.72,26,4,7,4,110.25,3,2,2,1,1,62404
8.22,18.8,11,14,23,5,238.82,4,2,2,1,1,64902
8.22,19.2,24,5,8,4,117.07,3,2,2,1,1,78158
8.22,18.59,21,12,14,5,209.67,3,2,2,1,1,93003
8.22,10.99,10,7,8,4,55.77,1,1,1,1,1,78178
8.22,18.23,26,5,10,4,169.84,3,2,2,1,1,41333
8.22,3.31,26,9,12,1,24.73,1,0,1,1,1,62677
8.22,21.21,26,6,7,4,110.82,3,2,2,1,1,52337
8.22,28.83,12,8,12,5,199.28,3,2,2,1,1,83601
8.22,7.77,28,5,6,1,31.65,1,1,1,1,1,50553
8.22,8.15,14,7,23,5,134.57,3,2,2,1,1,75054
8.22,7.56,13,13,22,5,129.34,3,2,2,1,1,86937
8.22,30.27,6,2,12,5,150.72,3,2,2,1,1,69666
8.22,5.37,25,3,7,1,28.72,0,0,0,0,1,34819
8.22,3.62,25,8,8,1,25.56,1,0,1,1,1,54773
8.22,28.83,5,5,17,5,267.57,4,2,2,1,1,73252
8.22,15.36,30,4,9,4,130.99,3,2,2,1,1,49622
8.22,15.74,14,6,14,5,163.89,3,2,2,1,1,72000
8.22,22.83,30,3,5,2,133.89,6,0,6,1,1,52282
8.22,8.14,22,6,12,1,58.56,1,1,1,1,1,55157
8.22,5.21,26,5,6,1,38.34,1,1,1,1,1,52165
8.22,6.59,26,6,6,1,33.69,1,1,1,1,1,53428
2.7,22.12,25,5,7,4,121.18,3,2,2,1,1,41261
2.7,88.49,29,0,3,3,138.78,4,2,3,1,0,56204
2.7,69.61,28,0,2,3,75.64,3,2,3,1,0,49974
2.7,15.86,27,2,7,4,106.52,3,2,2,1,1,37833
2.7,66.99,37,0,2,3,102.6,6,2,3,1,0,20175
2.7,90.27,42,0,2,3,90.16,3,2,2,1,0,33274
2.7,114,52,0,2,3,98.12,4,1,4,1,0,91724
2.7,29.15,27,3,7,4,161.61,3,2,2,1,0,30939
2.7,22.28,26,2,7,4,122.84,4,2,2,1,1,41517
2.7,22.55,27,5,6,4,123.92,4,2,2,1,1,30665
2.7,18.07,26,2,7,4,121.35,3,1,2,1,1,38731
2.7,121,49,0,2,3,130.68,3,1,2,1,0,30609
2.7,41,47,0,2,3,51.38,4,2,3,1,0,77851
2.7,10.49,25,2,16,5,106.97,3,1,2,1,1,32719
2.7,17.05,25,14,16,5,172.13,4,2,3,1,1,30674
2.7,17.05,25,14,16,5,172.13,3,2,2,1,1,33115
2.7,11.37,24,16,16,5,112.43,3,1,2,1,1,26683
2.7,10.49,24,3,16,5,106.97,3,2,2,1,1,25241
2.7,12.24,25,16,16,5,125.12,3,2,2,1,0,29731
2.7,8.74,25,4,16,5,88.43,2,1,1,1,1,27706
2.7,11.37,25,2,16,5,115.04,3,2,2,1,1,32858
2.7,10.93,25,7,16,5,108.87,3,2,2,1,1,29852
2.7,10.49,25,13,16,5,104.92,3,2,2,1,1,38124
2.7,10.49,25,4,16,5,104.92,3,2,2,1,1,30499
2.7,79.11,33,0,2,3,117.84,5,2,3,1,0,67804
2.7,66.27,43,0,2,3,99,2,2,2,1,0,39394
2.7,73.3,47,0,1,3,41.42,1,1,1,1,0,79672
2.7,91,58,0,2,3,70,3,2,2,1,0,140000
2.7,83,53,0,2,3,100.19,3,2,2,1,0,95618
2.7,84.96,12,0,4,3,190.12,4,3,3,1,0,45235
2.7,48,47,0,2,3,72.24,2,1,1,1,0,27685
2.7,11.8,25,6,16,5,120.66,3,1,2,1,1,29007
2.7,12.24,24,15,16,5,124.73,3,1,2,1,1,30305
2.7,13.55,25,8,16,5,136.11,3,2,2,1,1,27919
2.7,12.24,25,14,16,5,124.73,3,2,2,1,1,28862
2.7,12.24,25,9,16,5,124.73,3,2,2,1,1,31107
2.7,12.24,25,15,16,5,124.73,3,2,2,1,1,31268
2.7,15.23,24,11,12,5,89.49,2,1,1,1,0,27936
2.7,23.48,24,7,12,5,142.16,3,2,2,1,0,35875
2.7,15.23,24,8,12,5,89.49,2,1,1,1,0,27936
2.7,23.48,25,11,12,5,140.65,4,1,2,1,0,34127
2.7,17.77,25,8,12,5,110.36,3,2,2,1,1,32621
2.7,84.27,29,0,2,3,138.95,4,2,4,1,0,53976
2.7,92.44,35,0,2,3,116.1,1,2,2,1,0,27562
2.7,74,38,0,3,3,121.44,5,2,3,1,0,53524
2.7,35.46,25,3,7,4,192.61,1,2,2,1,1,25440
10.19,55,46,0,2,3,78.4,5,2,3,1,0,71173
10.19,62,47,0,2,3,87.84,4,2,2,1,0,81967
10.19,68,49,0,2,3,82.25,5,1,5,1,0,107599
10.19,30.18,13,2,5,2,119.07,3,2,2,1,1,58789
10.19,17.33,27,4,12,5,121.76,3,2,2,1,1,53384
10.19,5.01,27,2,14,1,35.18,0,0,0,0,1,41228
10.19,15.29,28,8,12,5,107.39,3,2,2,1,1,50289
10.19,20.55,28,3,12,5,144.49,3,2,2,1,1,44986
10.19,5.23,27,2,14,1,36.84,1,1,1,1,1,47761
10.19,7.27,27,2,14,1,51.14,1,1,1,1,1,51819
10.19,5.2,28,14,14,1,36.79,1,0,1,1,1,40772
10.19,5.23,28,7,14,5,36.76,1,0,1,1,1,52231
10.19,22.34,27,2,12,5,156.95,4,2,2,1,1,47789
10.19,24.37,28,8,12,5,153.08,4,2,2,1,1,49324
10.19,91.47,15,0,4,3,171.85,4,2,3,1,1,76229
10.19,227.47,16,0,3,3,284.53,3,2,3,1,0,87864
10.19,9.85,23,11,14,5,96,2,2,2,1,1,51042
10.19,10.67,24,8,14,5,104.64,3,2,2,1,1,54472
10.19,9.85,24,9,14,5,96.29,3,2,2,1,1,55665
10.19,22.73,6,7,15,5,137.3,1,2,1,1,1,63729
10.19,29.02,7,12,15,5,191.61,3,2,2,1,1,57408
10.19,22.73,7,5,15,5,137.3,2,2,2,1,1,61908
10.19,27.56,7,6,15,5,162.25,3,2,2,1,1,60401
10.19,29.17,7,6,15,5,197.86,3,2,2,1,1,58375
10.19,22.73,7,13,15,5,139.27,1,1,1,1,1,71601
10.19,28.5,26,2,7,4,153.26,3,2,2,1,1,38497
10.19,28.5,26,7,7,4,153.26,3,2,2,1,1,42412
10.19,29.4,31,3,5,2,102.94,3,2,2,1,1,50126
10.19,10.73,29,5,7,4,69.09,2,2,1,1,1,60501
10.19,28.16,27,3,5,2,125.39,3,2,2,1,1,50247
10.19,83,34,0,2,3,120.56,4,2,3,1,0,104512
10.19,97,34,0,2,3,141.6,4,3,3,1,0,112994
10.19,15.71,24,6,7,4,101.86,3,2,1,1,1,47614
10.19,81,49,0,2,3,105.4,3,2,2,1,0,83491
10.19,190,49,0,1,3,91.15,2,2,1,1,0,208448
10.19,84,47,0,2,3,99.88,3,2,2,1,0,42050
10.19,76,47,0,2,3,94.5,3,2,2,1,0,98413
10.19,48,49,0,2,3,74.4,2,2,2,1,0,77957
10.19,78,48,0,2,3,81.6,3,2,2,1,0,68627
10.19,48,50,0,2,3,67.95,1,2,1,1,0,66225
10.19,23.2,34,1,5,2,79.87,2,2,1,1,0,56342
10.19,27.38,34,4,5,2,96.67,3,2,2,1,0,20689
10.19,9.97,35,4,5,1,38.46,1,1,1,1,1,49402
10.19,21.93,36,5,5,4,77.47,3,2,2,1,1,50342
10.19,18.45,25,3,8,4,118.51,3,2,2,1,1,48941
10.19,50,48,0,2,3,80,1,2,1,1,0,71250
10.19,22.45,31,5,5,2,89.42,2,1,1,1,0,44509
10.19,46,48,0,2,3,69.2,2,2,2,1,0,107225
10.19,70,35,0,2,3,115.64,4,3,2,1,0,121065
10.19,56,48,0,2,3,82.78,6,1,6,1,0,253684
10.19,8.07,26,11,13,5,89.97,2,2,2,1,1,50017
10.19,8.2,26,4,13,5,100,2,2,2,1,1,50000
10.19,18.28,14,12,14,5,168.41,3,2,2,1,1,75174
10.19,18.03,14,12,14,5,165.8,3,2,2,1,1,85788
10.19,23.31,13,10,14,5,175.48,3,2,2,1,1,64276
10.19,33,30,6,7,4,187.45,3,2,2,1,1,42945
10.19,78,37,0,2,3,119.58,3,2,4,1,0,87807
10.19,14.63,22,2,14,5,150.47,3,2,2,1,1,50841
10.19,13.65,21,6,14,5,140.4,3,2,2,1,1,54487
10.19,13.65,22,6,14,5,140.4,3,2,2,1,1,53419
10.19,13.51,21,8,9,4,88.17,2,2,1,1,1,60111
10.19,13.51,22,8,9,4,88.17,2,2,1,1,1,65782
10.19,7.88,27,3,7,4,46.63,2,1,1,1,1,60047
10.19,16.04,22,6,9,4,111.64,3,2,1,1,1,49042
10.19,16.04,22,5,9,4,111.64,3,2,1,1,1,47250
10.19,16.04,23,6,9,4,111.64,3,2,2,1,1,62522
10.19,16.04,23,5,9,4,111.64,3,2,2,1,1,67180
10.19,22.37,26,8,9,4,130.08,4,2,2,1,1,47663
10.19,23.64,27,3,8,4,135.44,3,2,2,1,1,45777
10.19,21.02,28,6,8,4,115.79,3,2,2,1,0,55272
10.19,26,26,1,11,5,116.62,3,2,2,1,1,60024
10.19,19,25,2,11,5,115.89,3,2,2,1,1,54578
10.19,14,25,5,11,5,73.32,2,2,1,1,1,55919
10.19,12,26,4,11,5,77.24,2,1,1,1,1,51787
10.19,87,33,0,2,3,137.06,5,2,4,1,0,116737
10.19,25.32,38,4,4,2,70.02,2,0,2,1,0,69694
10.19,67,49,0,2,3,83.24,2,2,2,1,0,86857
10.19,23.6,28,2,5,2,47.93,3,1,1,1,0,55706
10.19,154.35,10,0,4,3,342.03,4,2,4,1,0,83326
10.19,12.77,25,6,14,5,125.15,3,2,2,1,1,54335
10.19,7.3,24,2,7,1,42.66,1,1,1,1,1,50633
10.19,9.3,26,2,14,5,98.54,3,1,1,1,1,48204
10.19,5.24,24,6,7,1,31,0,0,0,0,0,50968
10.19,18.03,20,4,14,5,210.11,4,2,2,1,1,52538
10.19,24.6,9,8,15,5,221.48,4,2,2,1,1,72241
10.19,19.83,9,9,15,5,178.72,3,2,2,1,1,78762
10.19,27.72,9,5,15,5,249.62,4,2,2,1,1,72110
10.19,21.15,10,7,15,5,190.64,3,2,2,1,1,78682
10.19,19.83,10,9,15,5,178.72,3,2,2,1,1,78391
10.19,21.15,10,8,15,5,190.64,3,2,2,1,1,78682
10.19,21.15,10,12,15,5,190.64,3,2,2,1,0,76479
10.19,22.55,5,15,19,5,188.7,3,2,2,1,1,96873
10.19,24.19,5,2,19,5,201.74,3,2,2,1,1,81788
10.19,28.41,6,10,19,5,250.02,3,2,2,1,1,87193
10.19,30.48,6,16,19,5,264.29,4,2,2,1,1,87026
10.19,22.75,6,19,19,5,191.99,3,2,2,1,1,103196
10.19,31.54,6,10,19,5,274.39,4,2,2,1,1,90322
10.19,43.75,8,10,12,5,321.84,4,2,2,1,1,65250
10.19,36.78,7,4,12,5,296.19,3,2,2,1,1,62055
10.19,37.01,8,9,12,5,298.91,3,2,2,1,1,56873
10.19,136,48,0,1,3,60.36,5,2,1,1,0,194665
10.19,24.45,35,3,5,2,95.07,3,2,1,1,0,44704
10.19,24.45,36,4,5,2,96.03,3,2,2,1,0,41654
10.19,40.54,7,5,14,5,220.91,4,2,2,1,1,73786
10.19,41.03,7,6,14,5,237.06,4,2,2,1,1,68168
10.19,41.03,7,6,14,5,237.06,4,2,2,1,1,68168
10.19,32.79,10,4,15,5,219.76,4,2,2,1,1,71442
10.19,93,14,0,3,3,172.41,11,11,11,1,0,146743
10.19,38.22,27,1,5,2,131.55,3,2,2,1,0,51691
10.19,38.22,27,1,5,2,131.55,3,2,2,1,0,60813
10.19,153,39,0,2,3,133.3,4,2,2,1,0,113278
10.19,25.83,25,4,6,4,130.74,3,1,2,1,0,22181
10.19,92,48,0,1,3,40.63,3,2,1,1,0,147674
10.19,46,48,0,1,3,20.32,4,2,1,1,0,147638
10.19,28.8,33,3,5,2,74.48,3,2,1,1,0,47530
10.19,74.3,50,0,1,3,47.54,2,2,1,1,0,119899
10.19,75,47,0,2,3,78.18,3,2,2,1,0,76746
10.19,73,46,0,2,3,83.34,4,2,2,1,0,104392
10.19,25.84,24,6,7,4,142.87,3,2,2,1,1,48156
10.19,24.9,25,2,5,4,114.76,3,2,2,1,1,42524
10.19,10.42,28,2,5,1,41.71,1,1,1,1,0,38840
10.19,10.42,29,2,5,1,41.71,1,1,1,1,1,41237
10.19,22.29,38,3,5,2,83.45,3,2,2,1,0,39545
10.19,23.26,39,1,5,2,72.35,4,2,2,1,0,117070
10.19,19.62,28,1,7,4,99.81,3,2,2,1,1,54103
10.19,17.93,39,4,5,2,88.63,3,2,2,1,0,36105
10.19,17.93,39,5,5,2,86.55,5,3,3,1,0,36973
10.19,8.53,24,2,6,1,40.62,1,1,1,1,1,49237
10.19,26.21,6,5,12,5,131.61,2,2,1,1,1,60482
10.19,32.04,6,11,12,5,157.53,3,2,2,1,1,64115
10.19,31.95,7,6,12,5,150.61,3,2,2,1,1,62745
10.19,7.99,27,12,16,5,89.15,3,2,2,1,1,54739
10.19,15.2,27,7,16,5,166.37,4,2,2,1,1,46883
10.19,10.62,27,16,16,5,122.62,3,2,2,1,1,58718
10.19,20.27,27,11,16,5,235.18,3,2,3,1,1,39969
10.19,24.03,36,4,5,2,117.74,3,2,2,1,1,42466
10.19,8.35,28,15,16,5,98.73,3,2,1,1,1,54188
10.19,7.99,28,4,16,5,89.09,2,2,2,1,1,47929
10.19,13.72,28,4,16,5,167.2,2,2,2,1,1,42464
10.19,49,48,0,2,3,89.64,2,2,2,1,0,96497
10.19,100,29,0,4,3,199.5,5,2,4,1,0,75188
10.19,26,32,3,5,2,94.71,3,2,2,1,0,48041
10.19,26,33,2,5,2,94.71,4,0,4,1,0,57544
10.19,80,26,0,4,3,233.73,5,2,4,1,0,61823
10.19,16.2,27,3,5,2,87.45,3,2,1,1,0,54317
10.19,15.69,27,7,7,4,84,5,2,2,1,1,61905
10.19,5.29,26,4,7,1,30.92,1,1,1,1,1,54010
10.19,15.01,26,16,16,5,173.06,3,2,2,1,1,23113
10.19,75,39,0,2,3,79.32,4,3,2,1,0,113464
10.19,10.35,26,6,16,5,136.65,3,2,2,1,1,52689
10.19,11.2,27,12,16,5,144.01,3,2,2,1,1,54163
10.19,16.97,27,5,7,4,126.45,3,2,2,1,1,33215
10.19,8.93,26,13,16,5,101.58,3,2,2,1,1,52373
10.19,8.6,20,4,14,5,79.73,2,1,1,1,1,57695
10.19,8.36,26,14,16,5,93.55,2,1,1,1,0,41154
10.19,9.21,27,7,16,5,107.03,3,2,2,1,1,50453
10.19,8.93,27,11,16,5,100.5,2,2,2,1,1,47761
10.19,13.85,21,8,14,5,128.46,3,2,2,1,1,54492
10.19,9.21,27,7,16,5,107.03,3,2,2,1,1,56246
10.19,8.64,26,6,16,5,100.28,3,2,2,1,1,53849
10.19,10.37,27,7,7,4,86.91,2,2,1,1,0,59257
10.19,16.72,28,5,7,4,152.33,3,2,2,1,1,44968
10.19,8.64,27,8,16,5,100.28,3,2,2,1,1,57838
10.19,146.64,43,0,2,3,105.66,3,2,2,1,0,104108
10.19,144.68,42,0,2,3,107.98,2,2,2,1,0,106501
10.19,159.23,43,0,2,3,135.52,3,2,2,1,0,83825
10.19,16.73,26,7,7,4,105,3,2,2,1,0,45714
10.19,29.3,30,1,7,4,153.78,3,2,2,1,1,54623
10.19,26.01,29,2,7,4,145.92,3,2,2,1,1,39063
10.19,31.38,30,1,7,4,167,4,2,2,1,1,35928
10.19,19.58,31,4,5,2,82.36,3,2,1,1,0,50996
10.19,26.68,26,3,12,5,203.52,5,2,2,1,1,45991
10.19,31,31,4,5,2,113.71,3,2,2,1,1,41773
10.19,29.37,32,4,5,2,114.13,3,2,2,1,1,45562
10.19,3.35,24,11,24,5,51.67,0,0,0,0,0,56125
10.19,1.57,25,11,24,1,24.3,1,0,1,1,1,65844
10.19,83,36,0,2,3,106.59,4,3,5,1,0,129468
10.19,59,51,0,2,3,90.61,4,1,2,1,0,71736
10.19,20,40,5,5,2,66.6,3,2,1,1,1,33033
10.19,15.5,5,2,12,5,128.5,2,2,1,1,0,46693
10.19,15.91,5,10,12,5,131.61,2,2,1,1,1,53795
10.19,20.46,5,9,12,5,155.29,2,2,2,1,1,51517
10.19,15.5,5,6,12,5,98.39,2,2,1,1,1,56408
10.19,101.32,40,0,2,3,114.13,3,2,2,1,0,81486
10.19,34.3,15,2,11,5,201.83,4,2,2,1,1,53510
10.19,33.36,15,10,11,5,215.13,4,2,2,1,1,58104
10.19,20.64,6,3,15,5,187.26,3,2,2,1,1,48489
10.19,20.64,7,15,15,5,187.26,3,2,2,1,1,57674
10.19,25.9,7,14,15,5,260.64,4,2,2,1,1,53676
10.19,25.9,7,12,15,5,260.64,4,2,2,1,1,58318
10.19,20.64,7,5,15,5,187.26,3,2,2,1,1,55538
